Segment begin ------------:
Segment properties:
path distance: 23620.574; arch distance:29540.443; shear: 1.1703705E7
Nodes:
45	4	4993.889	392.77777	3522.062	5.104729	3.1760406E7
44	3	4881.667	280.55557	3585.8467	5.0638337	2.939153E7
43	3	4769.4443	280.55557	3548.778	5.0341396	2.5854914E7
42	3	4657.222	280.55557	3514.903	5.0038457	2.166429E7
41	2	4545.0	168.33333	3592.8643	4.9649434	1.7260234E7
40	2	4432.778	168.33333	3566.478	4.934471	1.3927164E7
39	2	4320.555	168.33333	3543.451	4.9035735	1.1038943E7
38	2	4208.333	168.33333	3523.849	4.872302	8685272.0
37	2	4096.111	168.33333	3507.73	4.840712	6724887.5
36	1	3983.889	56.11111	3606.858	4.805866	4846053.0
35	1	3871.6665	56.11111	3598.1182	4.774808	3621226.0
34	1	3759.4446	56.11111	3592.8643	4.743629	2709122.5
33	1	3647.2222	56.11111	3591.111	4.712389	2036997.6
32	1	3535.0	56.11111	3592.8643	4.681149	1520915.9
31	1	3422.7776	56.11111	3598.1182	4.64997	1136337.4
30	1	3310.5554	56.11111	3606.858	4.618912	894366.06
29	2	3198.3333	168.33333	3507.73	4.584066	668857.3
28	2	3086.111	168.33333	3523.8494	4.552476	829596.44
27	2	2973.889	168.33333	3543.4512	4.5212045	1119245.8
26	2	2861.6665	168.33333	3566.478	4.490307	1485333.8
25	2	2749.4446	168.33333	3592.8643	4.4598346	1953915.8
24	3	2637.2222	280.55557	3514.903	4.4209323	2857171.5
23	3	2525.0	280.55557	3548.778	4.3906384	3558302.8
22	3	2412.7776	280.55557	3585.8467	4.3609443	4323892.0
21	4	2300.5554	392.77777	3522.0618	4.320049	5363212.0
20	4	2188.3335	392.77777	3566.4778	4.29097	7796742.5
19	5	2076.111	505.0	3513.111	4.248741	9343984.0
18	5	1963.8888	505.0	3564.712	4.2205796	9319080.0
17	6	1851.6666	617.2222	3522.062	4.177434	1.1230909E7
16	6	1739.4445	617.2222	3580.5747	4.1504674	1.2513274E7
15	7	1627.2223	729.4444	3548.778	4.1068444	1.2504584E7
14	8	1515.0	841.6666	3523.8494	4.0625186	1.1394351E7
13	9	1402.7777	953.88885	3505.934	4.0176506	1.1158745E7
12	9	1290.5555	953.88885	3578.8157	3.993559	1.1696426E7
11	10	1178.3333	1066.1111	3571.7708	3.9492095	1.1854041E7
10	11	1066.1111	1178.3333	3571.7708	3.9047723	1.0894744E7
9	12	953.88885	1290.5555	3578.8157	3.8604226	1.0764337E7
9	13	953.88885	1402.7777	3505.934	3.836331	1.0590131E7
8	14	841.6666	1515.0	3523.8494	3.7914631	1.291908E7
7	15	729.4444	1627.2223	3548.778	3.7471373	1.5711313E7
6	16	617.2222	1739.4445	3580.5747	3.703514	1.9275614E7
6	17	617.2222	1851.6666	3522.062	3.6765478	1.6758839E7
5	18	505.0	1963.8888	3564.712	3.6334019	2.127626E7
5	19	505.0	2076.111	3513.111	3.6052403	2.2751218E7
4	20	392.77777	2188.3335	3566.4778	3.563012	2.7164406E7
4	21	392.77777	2300.5554	3522.0618	3.533933	2.3911292E7
3	22	280.55557	2412.7776	3585.8467	3.4930375	2.8797096E7
3	23	280.55557	2525.0	3548.778	3.4633431	2.937933E7
3	24	280.55557	2637.2222	3514.903	3.4330494	2.5896984E7
2	25	168.33333	2749.4446	3592.8643	3.394147	2.9605294E7
2	26	168.33333	2861.6665	3566.478	3.3636746	2.899921E7
2	27	168.33333	2973.889	3543.4512	3.332777	2.6518716E7
2	28	168.33333	3086.111	3523.8494	3.3015058	2.6553312E7
2	29	168.33333	3198.3333	3507.73	3.2699158	2.4715024E7
1	30	56.11111	3310.5554	3606.858	3.2350695	2.7978266E7
1	31	56.11111	3422.7776	3598.1182	3.2040114	2.8024866E7
1	32	56.11111	3535.0	3592.8643	3.1728325	2.7039556E7
1	33	56.11111	3647.2222	3591.111	3.1415927	2.951548E7
1	34	56.11111	3759.4446	3592.8643	3.1103528	3.9757872E7
1	35	56.11111	3871.6665	3598.1182	3.0791738	3.6406996E7
1	36	56.11111	3983.889	3606.858	3.0481157	3.6166188E7
2	37	168.33333	4096.111	3507.73	3.0132694	3.1390524E7
2	38	168.33333	4208.333	3523.849	2.9816797	3.0463166E7
2	39	168.33333	4320.555	3543.451	2.9504082	2.884633E7
2	40	168.33333	4432.778	3566.478	2.9195108	3.0120876E7
2	41	168.33333	4545.0	3592.8643	2.8890383	2.996842E7
3	42	280.55557	4657.222	3514.903	2.8501358	3.7668656E7
3	43	280.55557	4769.4443	3548.778	2.819842	3.567852E7
3	44	280.55557	4881.667	3585.8467	2.7901478	3.4458228E7
4	45	392.77777	4993.889	3522.062	2.7492523	2.9932754E7
4	46	392.77777	5106.111	3566.4778	2.7201736	3.3905136E7
5	47	505.0	5218.333	3513.111	2.6779451	2.905384E7
5	48	505.0	5330.555	3564.7117	2.6497836	2.6706952E7
6	49	617.2222	5442.778	3522.062	2.6066375	2.016574E7
6	50	617.2222	5555.0	3580.5747	2.5796711	2.452425E7
7	51	729.4444	5667.222	3548.7783	2.536048	2.099922E7
8	52	841.6666	5779.4443	3523.8494	2.4917223	1.9326006E7
9	53	953.88885	5891.6665	3505.934	2.4468544	1.8700092E7
9	54	953.88885	6003.889	3578.816	2.4227626	1.787432E7
10	55	1066.1111	6116.111	3571.7708	2.3784132	1.7950008E7
11	56	1178.3333	6228.333	3571.7708	2.333976	1.77647E7
12	57	1290.5555	6340.555	3578.8154	2.2896264	1.7489568E7
13	57	1402.7777	6340.555	3505.934	2.2655346	1.7408118E7
14	58	1515.0	6452.778	3523.8494	2.2206666	2.2744172E7
15	59	1627.2223	6565.0	3548.778	2.176341	1.6206654E7
16	60	1739.4445	6677.222	3580.5747	2.1327178	1.2583705E7
17	60	1851.6666	6677.222	3522.062	2.1057515	1.0944733E7
18	61	1963.8888	6789.4443	3564.712	2.0626056	8804994.0
19	61	2076.111	6789.4443	3513.111	2.0344439	7511143.5
20	62	2188.3335	6901.6665	3566.4778	1.9922155	6768435.5
21	62	2300.5554	6901.6665	3522.0618	1.9631366	5955110.0
22	63	2412.7776	7013.889	3585.8472	1.9222411	4546242.5
23	63	2525.0	7013.889	3548.7786	1.8925469	2764760.5
24	63	2637.2222	7013.889	3514.9036	1.8622531	2028742.2
25	64	2749.4446	7126.111	3592.864	1.8233505	3356114.0
26	64	2861.6665	7126.111	3566.4778	1.7928783	3885663.8
27	64	2973.889	7126.111	3543.451	1.7619808	3907018.2
28	64	3086.111	7126.111	3523.849	1.7307094	4331031.0
29	64	3198.3333	7126.111	3507.7295	1.6991196	4258964.5
30	65	3310.5554	7238.333	3606.8577	1.6642731	4029647.8
31	65	3422.7776	7238.333	3598.118	1.6332152	5051223.0
32	65	3535.0	7238.333	3592.864	1.6020361	5213180.5
33	65	3647.2222	7238.333	3591.1108	1.5707964	5265923.0
34	65	3759.4446	7238.333	3592.864	1.5395564	5025048.5
35	65	3871.6665	7238.333	3598.118	1.5083776	3243763.2
36	65	3983.889	7238.333	3606.8577	1.4773195	2312033.5
37	64	4096.111	7126.111	3507.7295	1.4424732	1681882.0
38	64	4208.333	7126.111	3523.8489	1.4108833	1332693.6
39	64	4320.555	7126.111	3543.4507	1.379612	1021237.4
40	64	4432.778	7126.111	3566.4778	1.3487144	783763.5
41	64	4545.0	7126.111	3592.864	1.3182421	607161.44
42	63	4657.222	7013.889	3514.9036	1.2793396	375580.4
43	63	4769.4443	7013.889	3548.7786	1.2490458	285044.47
44	63	4881.667	7013.889	3585.8474	1.2193514	274608.66
45	62	4993.889	6901.6665	3522.062	1.1784561	271671.88
46	62	5106.111	6901.6665	3566.4778	1.1493771	332324.7
47	61	5218.333	6789.4443	3513.111	1.1071488	388782.25
48	61	5330.555	6789.4443	3564.7117	1.0789872	435457.94
49	60	5442.778	6677.222	3522.062	1.0358412	483693.0
50	60	5555.0	6677.222	3580.5747	1.0088748	570252.2
51	59	5667.222	6565.0	3548.7783	0.9652517	590204.44
52	58	5779.4443	6452.778	3523.8494	0.9209259	459057.1
53	57	5891.6665	6340.555	3505.934	0.87605804	432627.5
54	57	6003.889	6340.555	3578.8157	0.8519662	375444.1
55	56	6116.111	6228.333	3571.7705	0.8076167	322359.84
56	55	6228.333	6116.111	3571.7705	0.7631796	293130.78
57	54	6340.555	6003.889	3578.8157	0.7188301	313856.84
57	53	6340.555	5891.6665	3505.934	0.6947383	346583.66
58	52	6452.778	5779.4443	3523.8494	0.6498704	398526.4
59	51	6565.0	5667.222	3548.7783	0.6055446	479045.4
60	50	6677.222	5555.0	3580.5747	0.5619216	529471.94
60	49	6677.222	5442.778	3522.062	0.5349551	478864.2
61	48	6789.4443	5330.555	3564.7117	0.4918091	536351.2
61	47	6789.4443	5218.333	3513.111	0.46364754	593397.2
62	46	6901.6665	5106.111	3566.4778	0.42141917	695132.1
62	45	6901.6665	4993.889	3522.062	0.39234024	505868.0
63	44	7013.889	4881.667	3585.8474	0.35144487	352885.44
63	43	7013.889	4769.4443	3548.7786	0.32175052	285216.56
63	42	7013.889	4657.222	3514.9036	0.29145676	231608.8
64	41	7126.111	4545.0	3592.864	0.2525543	207743.36
64	40	7126.111	4432.778	3566.4778	0.22208194	182277.27
64	39	7126.111	4320.555	3543.4507	0.19118439	161582.2
64	38	7126.111	4208.333	3523.8489	0.15991306	124518.15
64	37	7126.111	4096.111	3507.7295	0.12832317	90042.57
65	36	7238.333	3983.889	3606.8577	0.09347681	98465.19
65	35	7238.333	3871.6665	3598.118	0.062418785	98684.43
65	34	7238.333	3759.4446	3592.864	0.031239888	102148.68
end ------------:
